No.,Ticker,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility W,Volatility M,Recom,Avg Volume,Rel Volume,Price,Change,Volume
1094,NRAC,0.10%,0.20%,0.31%,1.03%,0.31%,1.24%,0.00%,0.02%,-,26.08K,0.00,9.83,0.00%,0
1095,NREF,1.67%,7.03%,-8.46%,2.16%,9.51%,10.70%,3.04%,3.65%,1.50,109.74K,0.39,21.85,2.53%,"22,145"
1096,NRGU,17.56%,-24.73%,-32.60%,25.86%,223.47%,105.60%,9.30%,12.71%,-,183.28K,0.99,339.67,1.74%,"93,179"
1097,NRGX,4.51%,3.62%,-11.45%,-4.68%,23.51%,4.43%,3.20%,3.55%,-,93.03K,0.68,13.52,0.52%,"32,810"
1098,NRIM,3.78%,7.08%,-0.69%,-8.83%,3.27%,-4.00%,2.01%,2.55%,1.00,42.99K,0.33,41.38,-0.81%,"7,375"
1099,NRP,2.43%,0.18%,-12.42%,2.49%,91.81%,17.09%,3.55%,4.74%,3.00,27.14K,0.22,39.83,1.79%,"3,064"
1100,NRT,33.97%,8.19%,-12.92%,44.06%,149.62%,62.34%,9.19%,8.58%,-,60.20K,2.42,15.58,-4.12%,"74,952"
1101,NRZ,5.91%,21.70%,-6.60%,-9.87%,7.84%,-6.26%,2.81%,3.39%,1.90,6.63M,0.48,10.06,0.15%,"1,653,628"
1102,NSP,1.38%,14.51%,1.53%,-4.68%,13.17%,-13.80%,3.08%,2.90%,2.00,189.18K,0.30,102.62,0.80%,"29,547"
1103,NSSC,7.27%,31.84%,30.11%,13.52%,48.61%,-0.24%,4.00%,4.09%,1.80,104.01K,2.60,25.25,1.28%,"139,359"
1104,NSYS,-30.63%,4.94%,27.25%,21.43%,30.77%,23.19%,11.43%,9.75%,-,9.19K,0.70,12.18,-4.47%,"3,340"
1105,NTB,5.80%,14.01%,0.47%,-17.04%,1.95%,-10.97%,2.69%,2.31%,2.00,132.23K,0.48,33.75,-0.53%,"32,764"
1106,NTCT,2.41%,0.80%,0.18%,3.61%,17.76%,-0.97%,3.44%,3.10%,3.20,577.97K,0.47,32.95,0.58%,"141,447"
1107,NTG,6.63%,5.79%,-14.86%,-0.78%,25.77%,9.15%,2.84%,3.17%,-,29.47K,0.14,33.57,0.87%,"2,195"
1108,NTR,5.42%,-7.95%,-31.48%,8.99%,36.41%,4.32%,3.91%,4.20%,2.20,3.55M,0.91,79.47,1.30%,"1,660,536"
1109,NTUS,0.58%,8.00%,-1.73%,37.55%,37.04%,38.77%,0.64%,1.24%,3.00,424.96K,0.16,32.90,-0.09%,"35,588"
1110,NUE,7.38%,4.14%,-31.17%,5.78%,30.20%,2.70%,3.19%,3.99%,2.90,2.93M,0.61,117.62,0.33%,"917,792"
1111,NURO,6.09%,24.76%,-4.73%,-22.15%,17.48%,-23.71%,7.61%,8.38%,2.00,1.64M,0.07,3.84,0.26%,"57,906"
1112,NVEE,7.58%,16.20%,-2.32%,6.23%,35.02%,-9.55%,3.41%,3.27%,2.10,71.24K,0.42,125.50,0.46%,"15,558"
1113,NVGS,4.68%,-7.01%,-23.29%,13.89%,18.41%,21.08%,4.18%,5.21%,1.40,151.51K,1.06,10.97,2.14%,"82,839"
1114,NVMI,10.41%,8.07%,0.20%,-31.15%,6.00%,-33.19%,4.41%,4.02%,1.50,146.03K,0.61,100.54,2.73%,"45,541"
1115,NVO,6.42%,9.58%,-0.47%,20.25%,31.12%,3.41%,2.09%,1.79%,1.50,1.45M,0.46,113.59,-1.93%,"341,800"
1116,NVSA,0.20%,0.30%,0.30%,1.03%,1.65%,1.13%,0.12%,0.09%,-,43.34K,4.77,9.85,0.10%,"106,530"
1117,NVST,5.57%,12.01%,-12.49%,-13.60%,0.05%,-11.21%,2.08%,2.63%,1.60,1.77M,0.64,40.22,0.52%,"580,513"
1118,NVT,3.89%,3.42%,-6.84%,-13.44%,10.49%,-15.74%,2.92%,2.61%,2.00,844.82K,0.30,31.99,-0.09%,"129,844"
1119,NWG,6.04%,4.27%,-2.60%,-18.31%,7.46%,-8.02%,1.73%,1.90%,2.00,2.25M,0.54,5.51,-2.05%,"622,124"
1120,NWN,2.84%,5.45%,6.85%,7.65%,3.83%,9.94%,2.22%,2.42%,2.40,279.66K,0.38,52.78,-1.58%,"54,432"
1121,NWPX,4.16%,-3.02%,9.79%,-2.71%,9.07%,-6.23%,2.97%,3.83%,2.00,57.76K,0.19,30.38,1.86%,"5,519"
1122,NX,3.01%,16.96%,15.25%,-1.79%,2.88%,-4.84%,2.75%,3.02%,2.00,176.16K,0.29,23.46,-0.51%,"26,130"
1123,NXDT,-0.76%,5.82%,-1.82%,12.20%,20.12%,15.17%,1.70%,2.54%,-,127.06K,0.43,15.69,0.32%,"27,914"
1124,NXE,12.43%,9.94%,-32.20%,-13.67%,12.75%,-8.92%,5.92%,6.04%,-,2.89M,0.58,4.07,2.14%,"862,495"
1125,NXGN,4.05%,10.50%,-13.55%,-5.56%,13.22%,1.12%,3.62%,3.18%,2.40,368.12K,0.64,17.86,-0.72%,"122,163"
1126,NXRT,3.73%,5.19%,-28.47%,-25.50%,5.88%,-26.72%,2.90%,3.40%,2.00,154.41K,0.51,62.19,1.23%,"40,540"
1127,NXST,4.69%,10.07%,3.05%,3.40%,28.57%,16.43%,2.38%,2.75%,1.80,330.78K,0.72,177.96,1.24%,"122,522"
1128,O,1.04%,9.11%,-4.33%,-1.99%,5.34%,-2.11%,2.02%,1.94%,2.20,4.11M,0.39,70.21,0.19%,"831,112"
1129,OBCI,0.39%,111.61%,63.64%,37.19%,11.24%,48.97%,0.23%,1.12%,-,34.38K,0.68,12.98,0.15%,"12,006"
1130,OBE,17.22%,-19.11%,-19.36%,27.94%,209.44%,90.03%,7.08%,7.66%,2.00,866.19K,0.70,7.76,-0.89%,"313,401"
1131,OBNK,2.42%,4.60%,-0.89%,-9.98%,2.16%,-6.22%,2.71%,2.42%,1.60,71.68K,0.24,40.30,0.12%,"8,814"
1132,OCFC,2.97%,6.07%,4.17%,-17.85%,4.89%,-11.04%,2.28%,2.00%,1.90,270.27K,1.16,19.65,-0.51%,"161,465"
1133,OCN,13.40%,41.37%,58.00%,-20.09%,32.54%,-18.69%,4.38%,5.17%,2.20,118.00K,0.68,32.32,-0.55%,"41,233"
1134,OCSL,1.04%,8.83%,-9.84%,-11.37%,2.57%,-9.12%,1.41%,1.89%,1.70,1.20M,0.31,6.79,0.15%,"189,611"
1135,ODFL,2.98%,15.19%,1.98%,-14.38%,8.20%,-24.48%,3.45%,3.48%,2.70,954.06K,0.37,273.79,1.16%,"181,278"
1136,OFG,4.85%,6.21%,4.04%,-11.46%,34.93%,1.81%,2.38%,2.45%,2.00,317.38K,0.58,26.84,-0.74%,"94,449"
1137,OFS,-0.29%,-9.64%,-17.33%,-3.88%,18.18%,-4.59%,2.97%,4.15%,2.00,67.72K,0.55,10.40,0.05%,"19,171"
1138,OGE,2.10%,11.96%,-5.51%,3.71%,18.28%,2.68%,1.83%,2.36%,2.40,1.26M,0.66,38.92,-1.24%,"430,094"
1139,OGN,-3.93%,-3.78%,-5.42%,-3.93%,8.34%,3.68%,2.62%,2.76%,2.50,1.52M,0.53,31.42,-0.48%,"411,890"
1140,OGS,3.10%,5.35%,-6.98%,2.28%,12.64%,6.02%,1.88%,2.41%,2.30,285.71K,0.29,81.68,-0.71%,"43,402"
1141,OIH,5.72%,-9.77%,-28.15%,-2.88%,22.05%,19.91%,3.22%,4.38%,-,1.04M,0.71,218.71,-1.32%,"378,476"
1142,OIL,7.37%,-11.84%,-3.68%,28.23%,67.59%,41.40%,2.69%,3.91%,-,79.10K,0.46,33.15,-0.15%,"18,817"
1143,OKE,6.11%,4.72%,-19.50%,-6.79%,16.25%,-0.68%,2.76%,3.50%,2.70,2.94M,0.38,58.28,-0.14%,"571,075"
1144,OLN,4.82%,-0.69%,-16.85%,-11.75%,19.65%,-14.90%,2.65%,3.61%,1.80,2.04M,0.28,48.37,-1.18%,"298,598"
1145,OMAB,-0.37%,-4.99%,-19.39%,-10.85%,11.77%,-2.95%,2.82%,3.40%,2.50,49.40K,0.79,48.45,0.66%,"20,131"
1146,ON,11.39%,9.95%,7.71%,-11.21%,68.96%,-13.46%,5.24%,4.74%,2.00,8.89M,0.83,60.28,2.55%,"3,782,483"
1147,ONEY,2.76%,5.01%,-9.24%,-9.83%,0.33%,-7.86%,1.48%,1.47%,-,39.92K,0.19,92.88,0.42%,"4,003"
1148,ONTO,18.14%,12.96%,11.55%,-27.28%,20.47%,-23.89%,4.72%,4.79%,1.80,316.15K,0.44,79.53,3.22%,"72,232"
1149,OPA,0.10%,0.22%,-1.10%,-1.01%,1.77%,-1.21%,0.09%,0.06%,2.00,224.78K,0.24,9.81,0.10%,"28,211"
1150,OPBK,1.90%,4.07%,-19.17%,-17.62%,12.21%,-15.75%,2.71%,2.83%,2.00,48.12K,0.33,10.74,-0.05%,"8,301"
1151,OPCH,7.41%,20.41%,8.79%,29.22%,56.50%,10.55%,4.19%,3.92%,1.60,1.04M,0.35,31.15,-0.92%,"189,067"
1152,OPER,0.03%,0.06%,0.08%,0.09%,0.08%,0.11%,0.03%,0.06%,-,16.41K,0.08,100.22,0.02%,667
1153,OPOF,-7.51%,-7.51%,-9.51%,-3.72%,4.59%,-1.45%,0.85%,1.03%,-,3.73K,0.05,23.86,3.60%,102
1154,OPTN,-1.93%,-3.78%,53.45%,70.33%,17.11%,119.75%,5.39%,8.25%,1.80,237.17K,0.34,3.62,1.69%,"41,952"
1155,ORA,3.91%,9.02%,-6.94%,4.82%,22.11%,1.21%,3.41%,3.69%,2.70,654.09K,0.81,79.97,-0.36%,"274,404"
1156,ORI,-0.31%,5.31%,-7.02%,-14.08%,1.33%,-8.87%,1.73%,2.16%,2.70,2.00M,0.32,22.32,-0.36%,"331,536"
1157,ORLY,5.52%,17.83%,-4.48%,1.54%,15.96%,-2.39%,2.36%,2.25%,2.10,632.01K,0.50,687.10,-0.32%,"163,655"
1158,ORRF,3.85%,1.68%,12.45%,-3.16%,10.89%,-1.43%,2.59%,2.08%,2.50,41.48K,1.73,26.20,5.48%,"37,042"
1159,OSBC,1.04%,6.52%,2.68%,2.90%,19.56%,15.57%,2.93%,2.90%,1.60,250.69K,0.24,14.44,-0.76%,"30,754"
1160,OTIC,0.00%,22.65%,3.26%,9.36%,25.42%,6.73%,8.84%,7.31%,1.80,143.83K,1.42,2.23,0.45%,"105,151"
1161,OTTR,0.95%,6.54%,8.17%,4.42%,36.40%,-6.02%,2.11%,3.04%,2.70,166.94K,0.59,66.39,-1.09%,"51,112"
1162,OVBC,1.97%,4.12%,-1.19%,3.11%,26.94%,0.22%,0.32%,2.55%,-,3.37K,0.30,29.70,0.44%,520
1163,OVV,13.11%,-9.62%,-16.07%,10.21%,83.60%,35.16%,5.18%,6.60%,2.10,5.64M,0.36,45.97,0.92%,"1,049,049"
1164,OXM,5.54%,9.12%,-2.93%,-2.64%,4.63%,-10.04%,2.99%,3.19%,2.80,207.29K,0.30,91.62,0.32%,"31,629"
1165,OXY,9.50%,10.58%,2.36%,76.91%,153.10%,116.70%,3.84%,4.50%,2.40,28.88M,0.63,63.39,0.91%,"9,374,894"
1166,PAA,8.38%,6.76%,-4.53%,-1.92%,12.34%,14.99%,3.03%,3.87%,2.10,5.27M,0.47,10.78,0.42%,"1,276,569"
1167,PAC,1.96%,4.87%,-4.59%,0.16%,33.02%,2.80%,2.94%,2.94%,2.70,49.36K,0.44,139.97,-0.96%,"11,155"
1168,PAG,3.42%,9.71%,15.66%,7.69%,48.11%,4.86%,3.65%,3.84%,2.40,372.87K,1.61,109.28,-2.80%,"309,554"
1169,PAGP,7.76%,4.88%,-9.11%,-6.48%,9.15%,8.19%,3.07%,4.02%,2.20,2.87M,0.48,10.97,-0.05%,"710,884"
1170,PAM,1.77%,5.35%,-11.60%,9.14%,37.52%,0.71%,3.21%,4.86%,3.30,129.64K,0.97,21.13,-0.61%,"65,113"
1171,PANL,2.21%,-12.83%,-13.81%,15.79%,8.71%,22.22%,3.80%,4.08%,2.30,391.02K,0.40,4.59,-0.62%,"81,175"
1172,PANW,4.27%,10.14%,-16.86%,2.90%,31.88%,-7.75%,3.28%,3.49%,1.70,1.60M,0.80,503.93,-1.88%,"657,108"
1173,PAQC,0.41%,0.41%,0.30%,1.75%,2.49%,0.41%,0.26%,0.26%,-,19.30K,0.00,9.88,-0.10%,4
1174,PARR,2.18%,-9.80%,-0.96%,-12.16%,13.59%,-6.25%,4.54%,5.06%,2.40,915.89K,0.49,15.34,-0.81%,"230,537"
1175,PAYX,3.76%,4.71%,-12.21%,-4.66%,8.92%,-12.70%,2.21%,2.64%,2.90,1.85M,0.96,120.75,1.33%,"916,742"
1176,PB,1.94%,5.22%,4.36%,-12.36%,3.77%,-3.57%,2.12%,2.26%,2.70,620.45K,0.30,69.44,-0.40%,"96,143"
1177,PBA,3.84%,1.05%,-7.66%,13.38%,19.77%,20.44%,2.40%,3.06%,2.60,1.14M,0.44,36.39,-0.38%,"256,551"
1178,PBF,1.65%,-19.38%,-5.07%,55.87%,200.32%,118.12%,5.29%,7.50%,3.20,3.48M,0.31,28.22,-0.25%,"563,240"
1179,PBFX,1.87%,17.75%,5.97%,29.73%,26.12%,44.42%,3.14%,4.50%,3.00,238.82K,0.20,16.49,1.01%,"24,556"
1180,PBH,1.05%,7.58%,10.90%,-1.79%,12.74%,-3.41%,2.51%,2.38%,1.60,276.98K,0.36,57.92,-1.13%,"51,783"
1181,PBHC,-1.02%,-0.51%,-9.49%,13.42%,29.87%,12.70%,0.88%,1.48%,-,2.47K,6.53,19.40,0.26%,"8,310"
1182,PBJ,1.16%,4.74%,-6.69%,-2.96%,9.55%,-1.04%,1.22%,1.42%,-,161.64K,0.14,44.67,0.13%,"11,438"
1183,PBP,1.69%,4.36%,-9.03%,-8.91%,0.30%,-8.89%,1.57%,0.90%,-,50.77K,0.02,21.08,0.09%,443
1184,PBR,3.83%,-3.48%,-19.64%,-6.58%,19.76%,7.29%,2.61%,3.71%,2.40,30.59M,0.58,11.67,0.09%,"9,135,903"
1185,PBR-A,3.77%,-1.56%,-17.49%,-5.07%,12.84%,7.32%,2.55%,3.64%,2.30,14.73M,0.53,10.68,-0.47%,"4,003,870"
1186,PBT,15.77%,-11.09%,28.08%,33.16%,275.70%,72.97%,6.94%,8.65%,-,309.66K,0.91,17.78,1.77%,"145,466"
1187,PCB,2.65%,1.66%,-12.22%,-22.10%,18.72%,-13.66%,2.54%,3.71%,2.70,103.82K,0.29,18.82,-0.76%,"15,565"
1188,PCG,5.74%,6.05%,-12.23%,-17.83%,16.07%,-11.94%,2.85%,3.20%,2.00,18.33M,0.51,10.59,-0.94%,"4,845,095"
1189,PCGU,4.43%,5.71%,-10.63%,-16.73%,8.96%,-11.78%,2.10%,1.81%,-,54.23K,0.12,101.48,-0.56%,"3,325"
1190,PCSB,1.00%,1.86%,3.01%,0.63%,3.62%,0.63%,1.23%,1.16%,1.50,89.26K,0.23,19.17,0.05%,"10,546"
1191,PCVX,7.99%,31.22%,4.28%,26.56%,7.47%,3.36%,5.95%,6.65%,1.50,378.06K,0.45,24.48,-0.45%,"86,694"
1192,PDCE,12.61%,-16.53%,-22.14%,7.37%,70.13%,24.31%,4.06%,6.02%,1.90,1.68M,0.43,62.33,2.79%,"373,910"
1193,PDCO,3.43%,10.74%,-11.19%,6.59%,2.71%,4.67%,2.05%,3.08%,2.60,786.16K,0.44,30.94,0.72%,"178,962"
1194,PDFS,4.55%,17.93%,-1.07%,-17.40%,29.94%,-26.96%,4.85%,4.68%,2.00,137.03K,1.96,23.85,2.71%,"138,732"
1195,PDS,11.66%,-6.75%,-25.28%,34.89%,91.37%,70.79%,5.41%,6.07%,2.00,78.38K,0.72,59.24,-2.10%,"29,221"
1196,PEBK,-0.29%,0.78%,-5.71%,-0.17%,9.91%,-1.40%,1.02%,1.49%,-,4.21K,0.05,27.01,-0.18%,110
1197,PECO,-2.11%,5.30%,-2.88%,3.30%,26.67%,4.09%,3.09%,2.74%,2.40,1.32M,0.46,33.99,-1.16%,"310,522"
1198,PEG,-2.15%,2.39%,-16.60%,-7.42%,0.37%,-9.47%,1.35%,1.81%,2.20,2.94M,0.46,60.01,-0.67%,"691,292"
1199,PEO,4.45%,-4.32%,-11.53%,4.00%,41.49%,19.61%,2.31%,3.07%,-,83.87K,0.14,19.91,0.96%,"6,229"
1200,PEP,0.33%,8.30%,-0.21%,-3.18%,9.15%,-2.10%,1.82%,1.76%,2.40,5.52M,0.40,168.65,-0.83%,"1,151,426"
1201,PERI,3.59%,8.19%,-21.65%,-9.68%,6.84%,-22.04%,3.79%,3.91%,1.70,367.44K,1.05,19.80,5.60%,"198,512"
1202,PEY,0.49%,3.67%,-5.84%,-6.53%,4.41%,-2.09%,1.31%,1.52%,-,411.07K,0.60,20.45,-0.82%,"126,461"
1203,PFBC,4.59%,9.06%,0.45%,-12.52%,22.01%,-1.23%,2.19%,2.49%,1.80,72.28K,0.76,70.86,-0.07%,"28,323"
1204,PFC,3.34%,3.38%,-8.10%,-14.96%,0.88%,-14.88%,2.49%,2.39%,2.20,122.93K,0.37,26.42,0.42%,"23,166"
1205,PFE,-1.29%,8.19%,-0.91%,-6.52%,27.95%,-13.01%,2.21%,2.49%,2.30,22.94M,0.51,50.98,-0.76%,"5,993,039"
1206,PFG,-2.83%,1.64%,-13.60%,-16.86%,7.89%,-11.70%,2.69%,2.70%,2.90,1.76M,0.68,64.08,0.34%,"620,890"
1207,PFGC,4.71%,28.31%,0.16%,4.93%,15.66%,9.92%,3.14%,3.76%,1.90,1.90M,0.23,50.88,0.87%,"224,338"
1208,PFHD,6.52%,0.43%,-11.73%,-0.80%,13.33%,10.02%,4.26%,5.37%,2.00,95.62K,0.14,21.23,0.71%,"6,706"
1209,PFIE,-0.79%,-3.85%,-7.41%,5.93%,16.82%,17.92%,2.93%,4.97%,2.20,122.38K,0.16,1.24,-0.85%,"10,274"
1210,PFIS,-1.47%,-0.13%,8.77%,-1.02%,23.53%,-0.65%,2.51%,3.16%,1.00,10.71K,0.37,52.16,-0.36%,"2,053"
1211,PFIX,-3.65%,-6.70%,-4.58%,39.32%,42.43%,47.15%,3.96%,3.65%,-,200.80K,0.80,55.45,0.38%,"82,309"
1212,PFS,3.29%,7.30%,4.50%,-10.73%,10.31%,-4.17%,1.98%,2.02%,2.70,321.28K,0.55,23.11,-0.43%,"90,577"
1213,PG,-0.49%,8.04%,-8.29%,-9.87%,2.56%,-11.95%,1.35%,1.81%,2.40,7.67M,0.95,141.33,-1.88%,"3,743,775"
1214,PGC,1.29%,-2.03%,-9.69%,-19.72%,0.57%,-15.45%,3.73%,2.97%,1.70,56.02K,0.45,30.17,0.79%,"12,872"
1215,PGR,-4.35%,1.59%,2.12%,2.01%,20.14%,9.07%,3.25%,2.74%,2.90,3.21M,0.66,111.22,-0.66%,"1,086,352"
1216,PHI,-2.21%,-9.13%,-19.36%,-22.18%,15.53%,-18.37%,2.02%,3.16%,3.00,73.47K,0.72,29.54,1.30%,"27,384"
1217,PHUN,0.72%,27.27%,-33.65%,-51.56%,30.84%,-46.77%,8.28%,8.45%,2.00,2.80M,0.65,1.41,1.04%,"933,071"
1218,PHVS,-2.56%,1.47%,29.76%,29.46%,53.15%,58.79%,6.51%,8.61%,1.60,27.22K,0.31,22.30,-2.41%,"4,407"
1219,PHX,13.50%,-18.37%,-17.07%,19.16%,6.51%,43.32%,6.28%,7.77%,1.50,416.96K,0.54,3.08,-0.96%,"115,537"
1220,PI,5.45%,44.75%,36.11%,-24.26%,71.13%,-22.62%,3.91%,5.65%,1.70,310.24K,0.55,70.61,2.88%,"87,909"
1221,PID,2.42%,1.35%,-11.27%,-8.36%,1.41%,-6.18%,1.40%,1.35%,-,294.02K,0.53,17.27,-0.29%,"80,960"
1222,PINC,0.43%,8.49%,2.16%,-5.78%,5.76%,-9.40%,1.75%,2.85%,2.70,596.42K,0.42,37.17,-0.34%,"129,739"
1223,PIPP,0.20%,0.30%,0.40%,0.30%,1.43%,0.40%,0.20%,0.15%,-,42.98K,0.72,9.90,-0.05%,"16,032"
1224,PIPR,1.46%,0.57%,-4.33%,-32.15%,1.35%,-36.38%,3.31%,3.50%,2.00,120.17K,0.39,113.10,2.71%,"23,909"
1225,PJUL,1.59%,4.31%,-1.09%,-2.16%,2.04%,-2.66%,1.02%,0.70%,-,192.30K,0.69,30.10,0.30%,"68,516"
1226,PKBK,2.07%,-2.84%,-12.27%,-11.36%,11.68%,-0.23%,2.15%,2.58%,-,64.75K,0.11,21.30,0.33%,"3,521"
1227,PKG,0.11%,-2.24%,-14.00%,0.71%,4.61%,1.56%,2.06%,2.22%,2.50,648.21K,0.48,137.82,-0.33%,"159,745"
1228,PLAB,10.26%,8.98%,31.80%,4.30%,62.26%,9.50%,4.49%,5.56%,1.70,824.46K,1.45,21.52,4.26%,"615,578"
1229,PLAY,11.90%,5.06%,-27.29%,-8.85%,5.57%,-9.66%,5.13%,5.63%,1.80,1.25M,0.42,35.10,1.18%,"270,634"
1230,PLNT,8.34%,26.18%,-8.91%,-10.62%,11.74%,-14.37%,2.79%,3.66%,1.90,901.04K,0.77,78.78,1.57%,"358,137"
1231,PLUS,3.51%,-1.23%,-4.95%,4.26%,22.07%,-1.91%,3.25%,3.48%,1.70,128.46K,0.32,53.61,1.44%,"21,356"
1232,PLYA,3.70%,-5.75%,-20.75%,-10.52%,2.13%,-15.79%,3.68%,4.39%,1.70,1.64M,0.18,6.76,0.52%,"150,931"
1233,PME,6.82%,-8.74%,42.42%,30.56%,20.56%,63.56%,7.70%,8.22%,-,230.07K,1.26,0.99,4.93%,"149,192"
1234,PMTS,1.31%,31.68%,19.72%,-4.39%,13.33%,-8.36%,5.80%,6.33%,2.00,16.97K,0.04,16.10,-5.29%,381
1235,PMVC,0.20%,0.30%,0.91%,1.12%,1.63%,1.32%,0.06%,0.14%,-,22.34K,0.00,9.96,0.00%,0
1236,PNBK,-9.53%,-7.55%,-28.90%,-17.90%,52.36%,-21.22%,2.22%,3.77%,3.00,4.69K,0.26,12.45,1.63%,629
1237,PNRG,1.45%,-7.16%,9.67%,18.72%,78.10%,13.89%,6.00%,6.21%,-,7.92K,1.06,84.38,5.69%,"4,316"
1238,PNT,9.61%,14.21%,-5.27%,45.52%,1.32%,50.71%,6.53%,7.96%,2.20,610.14K,0.25,8.13,-3.67%,"78,029"
1239,PNTM,0.20%,0.41%,0.20%,0.92%,1.75%,0.61%,0.10%,0.19%,-,201.31K,0.01,9.86,0.00%,625
1240,POLY,0.28%,1.12%,-0.40%,28.88%,18.85%,35.82%,0.21%,0.27%,2.70,913.44K,1.39,39.83,-0.05%,"653,940"
1241,POR,3.11%,10.33%,-6.02%,-5.85%,5.79%,-5.35%,2.28%,2.56%,2.50,1.20M,0.46,50.18,0.18%,"282,388"
1242,POST,1.11%,14.08%,14.17%,9.97%,24.25%,14.91%,1.80%,2.33%,2.20,474.88K,0.28,84.15,-0.72%,"69,616"
1243,POW,1.02%,1.02%,1.23%,2.05%,0.81%,1.53%,0.18%,0.16%,-,90.18K,0.00,9.87,-0.72%,200
1244,PPC,2.39%,5.14%,12.55%,9.74%,50.54%,9.43%,2.30%,2.54%,2.20,1.00M,0.29,31.01,0.49%,"149,598"
1245,PPH,0.96%,5.63%,-4.80%,-0.39%,6.30%,-0.29%,1.40%,1.43%,-,177.15K,0.46,76.04,-0.91%,"42,433"
1246,PPIH,-4.59%,8.85%,-8.59%,-2.68%,29.14%,0.58%,5.32%,7.96%,-,30.81K,0.14,8.85,1.37%,"2,301"
1247,PRA,-4.79%,3.84%,-13.92%,-12.03%,7.88%,-11.30%,2.88%,2.73%,2.70,216.69K,0.49,22.31,-0.58%,"55,107"
1248,PRAA,-0.94%,10.04%,-14.71%,-24.31%,2.58%,-24.04%,1.89%,2.84%,2.20,324.67K,0.22,38.55,1.07%,"37,440"
1249,PRDO,7.03%,25.42%,7.95%,4.55%,10.98%,7.40%,3.06%,3.14%,1.00,583.74K,0.50,12.75,0.95%,"150,435"
1250,PRFT,6.17%,9.96%,-10.69%,-6.80%,15.68%,-25.95%,3.45%,3.43%,1.90,235.62K,0.32,98.34,2.72%,"38,712"
1251,PRGS,2.73%,-1.95%,-5.85%,-1.57%,2.68%,-6.36%,2.54%,3.16%,1.60,329.55K,0.36,45.98,1.73%,"61,524"
1252,PRK,3.27%,5.73%,3.43%,-12.79%,13.35%,-9.70%,1.86%,2.28%,3.00,34.32K,0.31,123.79,-0.16%,"5,492"
1253,PRPH,7.77%,32.54%,76.05%,108.44%,156.59%,112.22%,9.45%,9.00%,2.30,124.56K,1.41,13.64,-2.64%,"90,564"
1254,PRSR,0.10%,0.13%,0.13%,1.05%,1.68%,1.15%,0.09%,0.13%,-,93.59K,0.08,9.85,-0.02%,"3,818"
1255,PRT,7.91%,9.54%,-4.69%,16.24%,37.70%,24.71%,5.45%,7.11%,3.00,66.85K,0.48,8.95,2.52%,"16,450"
1256,PSA,2.90%,5.15%,-22.79%,-12.58%,2.52%,-15.56%,2.51%,2.28%,2.20,769.87K,0.32,315.93,-0.11%,"128,891"
1257,PSB,2.96%,3.83%,18.16%,10.42%,30.78%,4.71%,0.13%,0.22%,3.00,513.27K,0.00,187.44,0.00%,0
1258,PSCE,9.01%,-10.45%,-20.59%,7.16%,36.48%,26.41%,3.51%,4.90%,-,450.72K,0.53,8.88,0.57%,"123,365"
1259,PSN,0.89%,10.85%,3.09%,22.92%,4.90%,20.80%,2.38%,2.77%,2.40,441.36K,0.82,41.04,0.96%,"186,845"
1260,PSQ,-4.12%,-9.57%,9.66%,19.45%,9.22%,24.75%,2.44%,2.40%,-,32.24M,1.01,13.27,-1.81%,"16,837,273"
1261,PST,1.38%,-3.88%,0.46%,18.11%,26.71%,23.32%,1.31%,1.26%,-,271.81K,0.25,19.86,0.15%,"35,514"
1262,PSTG,4.11%,8.49%,-13.03%,-3.70%,45.67%,-18.37%,3.30%,3.67%,1.90,3.88M,1.04,27.18,2.30%,"2,088,003"
1263,PSX,6.09%,-11.49%,-2.01%,-3.58%,21.06%,17.87%,3.40%,4.54%,2.00,4.28M,0.63,86.81,1.64%,"1,383,339"
1264,PTCT,0.96%,68.01%,3.06%,0.85%,5.32%,10.77%,3.71%,5.47%,2.50,797.32K,0.40,44.01,-0.24%,"163,042"
1265,PTEN,7.83%,-10.98%,-21.08%,37.63%,81.23%,67.93%,4.87%,6.29%,2.10,3.89M,0.39,14.09,-0.74%,"784,491"
1266,PTLC,-0.01%,0.07%,-0.31%,-7.59%,0.66%,-9.59%,0.06%,0.07%,-,453.61K,0.47,37.56,0.01%,"109,576"
1267,PTMN,2.32%,10.45%,1.89%,-2.02%,6.58%,-1.86%,1.92%,2.52%,2.00,37.54K,0.80,24.30,-0.02%,"15,427"
1268,PTNR,5.42%,17.35%,-4.66%,-8.47%,77.63%,-2.86%,3.21%,2.45%,-,4.46K,0.86,7.87,1.16%,"1,986"
1269,PTR,4.98%,-7.04%,-10.06%,-7.64%,11.04%,5.79%,2.18%,2.93%,2.00,167.14K,0.56,46.31,-0.98%,"48,536"
1270,PTSI,10.92%,18.46%,21.91%,-13.83%,109.65%,-11.62%,5.46%,5.26%,3.00,38.57K,0.95,31.36,-0.06%,"18,888"
1271,PUCK,0.31%,0.41%,0.72%,0.82%,1.76%,1.03%,0.12%,0.19%,-,49.36K,0.00,9.83,0.00%,0
1272,PUI,0.31%,5.42%,-8.48%,-1.74%,1.02%,-4.32%,0.95%,1.25%,-,29.92K,0.06,34.08,-0.24%,995
